review_description,rating,Year,Month,Day,review_descriptiont,content_token,sentiment,stemmed,text_string
dari dulu aman sih pakai bareksa..tapi ini mau ngubah no telfon kok gak bisa ya??gimana ya cara ngubah no tlfn?,4,2020,12,21,dari dulu aman sih pakai bareksa..tapi ini mau ngubah no telfon kok gak bisa ya??gimana ya cara ngubah no tlfn?,"['aman', 'sih', 'pakai', 'ngubah', 'no', 'telfon', 'gak', 'ya', 'gimana', 'ya', 'ngubah', 'no', 'tlfn']",1,"['aman', 'sih', 'pakai', 'ngubah', 'no', 'telfon', 'gak', 'ya', 'gimana', 'ya', 'ngubah', 'no', 'tlfn']",aman pakai ngubah telfon gimana ngubah tlfn
simple dan mudah,4,2020,12,21,simple dan mudah,"['simple', 'mudah']",1,"['simple', 'mudah']",simple mudah
aplikasi yang fun dan mudah di gunakan untuk investasi,5,2020,12,21,aplikasi yang fun dan mudah di gunakan untuk investasi,"['aplikasi', 'fun', 'mudah', 'investasi']",1,"['aplikasi', 'fun', 'mudah', 'investasi']",aplikasi mudah investasi
min ini knp udah transaksi dr tgl 20 tp smpe skrg blm jga masuk ya... udh email jg tp blm ad respon... pdhl kterangan maksimal 2 hri akan terbit,2,2020,12,22,min ini knp udah transaksi dr tgl 20 tp smpe skrg blm jga masuk ya... udh email jg tp blm ad respon... pdhl kterangan maksimal 2 hri akan terbit,"['min', 'knp', 'udah', 'transaksi', 'dr', 'tgl', '20', 'tp', 'smpe', 'skrg', 'blm', 'jga', 'masuk', 'ya', 'udh', 'email', 'jg', 'tp', 'blm', 'ad', 'respon', 'pdhl', 'kterangan', 'maksimal', '2', 'hri', 'terbit']",-1,"['min', 'knp', 'udah', 'transaksi', 'dr', 'tgl', '20', 'tp', 'smpe', 'skrg', 'blm', 'jga', 'masuk', 'ya', 'udh', 'email', 'jg', 'tp', 'blm', 'ad', 'respon', 'pdhl', 'kterangan', 'maksimal', '2', 'hri', 'terbit']",udah transaksi smpe skrg masuk email respon pdhl kterangan maksimal terbit
sangat rekomendasi buat save money,5,2020,12,22,sangat rekomendasi buat save money,"['rekomendasi', 'save', 'money']",1,"['rekomendasi', 'save', 'money']",rekomendasi save money
min...sekarang beli reksadana makin lambat ya prosesnya? kenapa? unit dalam proses udah lebih dari 24jam. beli senin sampe selasa masih proses unitnya. ga lama sy post udah d beresin. oke lah gw kasi bintang 4. klo untung bnyk gw kasi terimakasih.,4,2020,12,22,min...sekarang beli reksadana makin lambat ya prosesnya? kenapa? unit dalam proses udah lebih dari 24jam. beli senin sampe selasa masih proses unitnya. ga lama sy post udah d beresin. oke lah gw kasi bintang 4. klo untung bnyk gw kasi terimakasih.,"['min', 'beli', 'reksadana', 'lambat', 'ya', 'prosesnya', 'unit', 'proses', 'udah', '24jam', 'beli', 'senin', 'sampe', 'selasa', 'proses', 'unitnya', 'ga', 'sy', 'post', 'udah', 'd', 'beresin', 'oke', 'gw', 'kasi', 'bintang', '4', 'klo', 'untung', 'bnyk', 'gw', 'kasi', 'terimakasih']",1,"['min', 'beli', 'reksadana', 'lambat', 'ya', 'proses', 'unit', 'proses', 'udah', '24jam', 'beli', 'senin', 'sampe', 'selasa', 'proses', 'unit', 'ga', 'sy', 'post', 'udah', 'd', 'resin', 'oke', 'gw', 'kasi', 'bintang', '4', 'klo', 'untung', 'bnyk', 'gw', 'kasi', 'terimakasih']",beli reksadana lambat proses unit proses udah 24jam beli senin sampe selasa proses unit post udah resin kasi bintang untung bnyk kasi terimakasih
menabung,5,2020,12,22,menabung,['menabung'],1,['tabung'],tabung
knpa saya tidak bisa masuk ke akun saya? padahal saya sudah mendaftar di tahun 2018 dan sudah membeli sahan yg saya mau. namun saat saya ingin login kembali untuk melihat perkembangan nya. saya tidak bisa masuk malah di buat profil investor tidak di temukan????,2,2020,12,22,knpa saya tidak bisa masuk ke akun saya? padahal saya sudah mendaftar di tahun 2018 dan sudah membeli sahan yg saya mau. namun saat saya ingin login kembali untuk melihat perkembangan nya. saya tidak bisa masuk malah di buat profil investor tidak di temukan????,"['knpa', 'masuk', 'akun', 'mendaftar', '2018', 'membeli', 'sahan', 'yg', 'login', 'perkembangan', 'nya', 'masuk', 'profil', 'investor', 'temukan']",-1,"['knpa', 'masuk', 'akun', 'daftar', '2018', 'beli', 'sahan', 'yg', 'login', 'kembang', 'nya', 'masuk', 'profil', 'investor', 'temu']",knpa masuk akun daftar 2018 beli sahan login kembang masuk profil investor temu
rumah ku/,5,2020,12,23,rumah ku/,"['rumah', 'ku']",1,"['rumah', 'ku']",rumah
"pengen investasi, tapi saya adanya bri, jadi metode pembelianya ditambah lagi donk, jangan cuma satu bank aj.. adakan juga lewat virtual acount juga.. kayak aplikasi sebelah..",4,2020,12,23,"pengen investasi, tapi saya adanya bri, jadi metode pembelianya ditambah lagi donk, jangan cuma satu bank aj.. adakan juga lewat virtual acount juga.. kayak aplikasi sebelah..","['pengen', 'investasi', 'bri', 'metode', 'pembelianya', 'ditambah', 'donk', 'bank', 'aj', 'adakan', 'virtual', 'acount', 'kayak', 'aplikasi', 'sebelah']",1,"['ken', 'investasi', 'bri', 'metode', 'belia', 'tambah', 'donk', 'bank', 'aj', 'adakan', 'virtual', 'acount', 'kayak', 'aplikasi', 'belah']",investasi metode belia tambah donk bank adakan virtual acount kayak aplikasi belah
"mudah dalam berinvestasi, semoga lebih baik lagi",5,2020,12,23,"mudah dalam berinvestasi, semoga lebih baik lagi","['mudah', 'berinvestasi', 'semoga']",1,"['mudah', 'investasi', 'moga']",mudah investasi moga
"aplikasinya oke, cuma proses jual beli nya lumayan lama bisa berhari-hari.",4,2020,12,23,"aplikasinya oke, cuma proses jual beli nya lumayan lama bisa berhari-hari.","['aplikasinya', 'oke', 'proses', 'jual', 'beli', 'nya', 'lumayan', 'berhari']",1,"['aplikasi', 'oke', 'proses', 'jual', 'beli', 'nya', 'lumayan', 'hari']",aplikasi proses jual beli lumayan hari
"alhamdulillah membantu dan suport sekali,, kedepan yg kurang bsa di perbaiki lagi",5,2020,12,23,"alhamdulillah membantu dan suport sekali,, kedepan yg kurang bsa di perbaiki lagi","['alhamdulillah', 'membantu', 'suport', 'kedepan', 'yg', 'bsa', 'perbaiki']",1,"['alhamdulillah', 'bantu', 'suport', 'depan', 'yg', 'bsa', 'baik']",alhamdulillah bantu suport depan baik
aplikasi terbaik,4,2020,12,24,aplikasi terbaik,"['aplikasi', 'terbaik']",1,"['aplikasi', 'baik']",aplikasi baik
profil investor tidak di temukan.,2,2020,12,24,profil investor tidak di temukan.,"['profil', 'investor', 'temukan']",-1,"['profil', 'investor', 'temu']",profil investor temu
selamat semoga bermanfaat bagi masyarakat,1,2020,12,24,selamat semoga bermanfaat bagi masyarakat,"['selamat', 'semoga', 'bermanfaat', 'masyarakat']",-1,"['selamat', 'moga', 'manfaat', 'masyarakat']",selamat moga manfaat masyarakat
gak pakek ribet...mantul..,5,2020,12,25,gak pakek ribet...mantul..,"['gak', 'pakek', 'ribet', 'mantul']",1,"['gak', 'pakek', 'ribet', 'mantul']",pakek ribet mantul
"kalau bisa tambah metode pembayaran lain selain ovo dan transfer manual. karena bagi saya pribadi yang hanya pencari recehan, biaya transfer antar banknya cukup memberatkan. overall, secara layanan cukup responsif...",3,2020,12,25,"kalau bisa tambah metode pembayaran lain selain ovo dan transfer manual. karena bagi saya pribadi yang hanya pencari recehan, biaya transfer antar banknya cukup memberatkan. overall, secara layanan cukup responsif...","['metode', 'pembayaran', 'ovo', 'transfer', 'manual', 'pribadi', 'pencari', 'recehan', 'biaya', 'transfer', 'banknya', 'memberatkan', 'overall', 'layanan', 'responsif']",0,"['metode', 'bayar', 'ovo', 'transfer', 'manual', 'pribadi', 'cari', 'receh', 'biaya', 'transfer', 'bank', 'berat', 'overall', 'layan', 'responsif']",metode bayar transfer manual pribadi cari receh biaya transfer bank berat overall layan responsif
meuyukai,1,2020,12,25,meuyukai,['meuyukai'],-1,['meuyukai'],meuyukai
"pencairan ribet, saran gua kalo mau coba yang kecil2 dulu. kalo kecil ribet, nah gimn yg gede.",1,2020,12,25,"pencairan ribet, saran gua kalo mau coba yang kecil2 dulu. kalo kecil ribet, nah gimn yg gede.","['pencairan', 'ribet', 'saran', 'gua', 'kalo', 'coba', 'kecil2', 'kalo', 'ribet', 'gimn', 'yg', 'gede']",-1,"['cair', 'ribet', 'saran', 'gua', 'kalo', 'coba', 'kecil2', 'kalo', 'ribet', 'gimn', 'yg', 'gede']",cair ribet saran kalo coba kecil2 kalo ribet gimn gede
kok macet main bilyar,4,2020,12,25,kok macet main bilyar,"['macet', 'main', 'bilyar']",1,"['macet', 'main', 'bilyar']",macet main bilyar
waduh payah. untung nya nyobak gak banyak banyak. weh pencairannya lama atau jgn2 ga di cairkan. yh tp ga masalah meski ga dicairkan alhamdulillah nyobak nya gak banyak2 aku. benar2 ga bisa diandalkan kalau misalnya suatu saat ada kebutuhan mendadak ini sangat tdk membantu meski uang bertambah. jshzhspshsuspzgdhisos cuihhhh...asy uuuuhh...,1,2020,12,25,waduh payah. untung nya nyobak gak banyak banyak. weh pencairannya lama atau jgn2 ga di cairkan. yh tp ga masalah meski ga dicairkan alhamdulillah nyobak nya gak banyak2 aku. benar2 ga bisa diandalkan kalau misalnya suatu saat ada kebutuhan mendadak ini sangat tdk membantu meski uang bertambah. jshzhspshsuspzgdhisos cuihhhh...asy uuuuhh...,"['payah', 'untung', 'nya', 'nyobak', 'gak', 'weh', 'pencairannya', 'jgn2', 'ga', 'cairkan', 'yh', 'tp', 'ga', 'ga', 'dicairkan', 'alhamdulillah', 'nyobak', 'nya', 'gak', 'banyak2', 'benar2', 'ga', 'diandalkan', 'kebutuhan', 'mendadak', 'tdk', 'membantu', 'uang', 'bertambah', 'jshzhspshsuspzgdhisos', 'cuihhhh', 'asy', 'uuuuhh']",-1,"['payah', 'untung', 'nya', 'nyobak', 'gak', 'weh', 'cair', 'jgn2', 'ga', 'cair', 'yh', 'tp', 'ga', 'ga', 'cair', 'alhamdulillah', 'nyobak', 'nya', 'gak', 'banyak2', 'benar2', 'ga', 'andal', 'butuh', 'dadak', 'tdk', 'bantu', 'uang', 'tambah', 'jshzhspshsuspzgdhisos', 'cuihhhh', 'asy', 'uuuuhh']",payah untung nyobak cair jgn2 cair cair alhamdulillah nyobak banyak2 benar2 andal butuh dadak bantu uang tambah jshzhspshsuspzgdhisos cuihhhh uuuuhh
saya kasih 4 dulu ya karena masih newbie,4,2020,12,25,saya kasih 4 dulu ya karena masih newbie,"['kasih', '4', 'ya', 'newbie']",1,"['kasih', '4', 'ya', 'newbie']",kasih newbie
mudah untuk berinvestasi,5,2020,12,26,mudah untuk berinvestasi,"['mudah', 'berinvestasi']",1,"['mudah', 'investasi']",mudah investasi
"dari kematen stuk di ttd elektronik mohon di permudah dongg plisss,sy cuma main di tokopedia doang kurang greget",1,2020,12,27,"dari kematen stuk di ttd elektronik mohon di permudah dongg plisss,sy cuma main di tokopedia doang kurang greget","['kematen', 'stuk', 'ttd', 'elektronik', 'mohon', 'permudah', 'dongg', 'plisss', 'sy', 'main', 'tokopedia', 'doang', 'greget']",-1,"['kematen', 'stuk', 'ttd', 'elektronik', 'mohon', 'mudah', 'dongg', 'plisss', 'sy', 'main', 'tokopedia', 'doang', 'greget']",kematen stuk elektronik mohon mudah dongg plisss main tokopedia doang greget
"pembelian sbn di bareksa sangat mudah tetapi untuk penjualan sbn sangat susahhh, saya mau jual ori17 yg sudah saya beli di bareksa dan ingin saya jual kembali tapi tidak bisa langsung di jual melalui aplikasi bareksa harus melalui sekuritas dan saya sudah hubungi sekuritas yg di recommend oleh bareksa yaitu mandiri sekuritas tapi pihak sekuritas tidak menerima penjualan selain dari sekuritas tsb, dan saya hubungi indopriemer sama juga, bareksa seakan lepas tanggungjawabnya sebagai midis sbn ..",2,2020,12,27,"pembelian sbn di bareksa sangat mudah tetapi untuk penjualan sbn sangat susahhh, saya mau jual ori17 yg sudah saya beli di bareksa dan ingin saya jual kembali tapi tidak bisa langsung di jual melalui aplikasi bareksa harus melalui sekuritas dan saya sudah hubungi sekuritas yg di recommend oleh bareksa yaitu mandiri sekuritas tapi pihak sekuritas tidak menerima penjualan selain dari sekuritas tsb, dan saya hubungi indopriemer sama juga, bareksa seakan lepas tanggungjawabnya sebagai midis sbn ..","['pembelian', 'sbn', 'mudah', 'penjualan', 'sbn', 'susahhh', 'jual', 'ori17', 'yg', 'beli', 'jual', 'langsung', 'jual', 'aplikasi', 'sekuritas', 'hubungi', 'sekuritas', 'yg', 'recommend', 'mandiri', 'sekuritas', 'sekuritas', 'menerima', 'penjualan', 'sekuritas', 'tsb', 'hubungi', 'indopriemer', 'seakan', 'lepas', 'tanggungjawabnya', 'midis', 'sbn']",-1,"['beli', 'sbn', 'mudah', 'jual', 'sbn', 'susahhh', 'jual', 'ori17', 'yg', 'beli', 'jual', 'langsung', 'jual', 'aplikasi', 'sekuritas', 'hubung', 'sekuritas', 'yg', 'recommend', 'mandiri', 'sekuritas', 'sekuritas', 'terima', 'jual', 'sekuritas', 'tsb', 'hubung', 'indopriemer', 'akan', 'lepas', 'tanggungjawabnya', 'midis', 'sbn']",beli mudah jual susahhh jual ori17 beli jual langsung jual aplikasi sekuritas hubung sekuritas recommend mandiri sekuritas sekuritas terima jual sekuritas hubung indopriemer akan lepas tanggungjawabnya midis
"reksadana bareksa ,dapat hadiah.",4,2020,12,28,"reksadana bareksa ,dapat hadiah.","['reksadana', 'hadiah']",1,"['reksadana', 'hadiah']",reksadana hadiah
"aplikasi keren, mudah dan praktis",5,2020,12,28,"aplikasi keren, mudah dan praktis","['aplikasi', 'keren', 'mudah', 'praktis']",1,"['aplikasi', 'keren', 'mudah', 'praktis']",aplikasi keren mudah praktis
pihak bareksa susah sekali di hubungi pencairan saya tak kunjung masuk sudah 2minggu proses tidak masuk masuk tp status di aplikasi sudah selesai. tolong tanggapannya sudah di email jawabannya selalu sama.,1,2020,12,28,pihak bareksa susah sekali di hubungi pencairan saya tak kunjung masuk sudah 2minggu proses tidak masuk masuk tp status di aplikasi sudah selesai. tolong tanggapannya sudah di email jawabannya selalu sama.,"['susah', 'hubungi', 'pencairan', 'kunjung', 'masuk', '2minggu', 'proses', 'masuk', 'masuk', 'tp', 'status', 'aplikasi', 'selesai', 'tolong', 'tanggapannya', 'email', 'jawabannya']",-1,"['susah', 'hubung', 'cair', 'kunjung', 'masuk', '2minggu', 'proses', 'masuk', 'masuk', 'tp', 'status', 'aplikasi', 'selesai', 'tolong', 'tanggap', 'email', 'jawab']",susah hubung cair kunjung masuk 2minggu proses masuk masuk status aplikasi selesai tolong tanggap email jawab
semoga ditingkatkan lagi pelayanan nya,5,2020,12,28,semoga ditingkatkan lagi pelayanan nya,"['semoga', 'ditingkatkan', 'pelayanan', 'nya']",1,"['moga', 'tingkat', 'layan', 'nya']",moga tingkat layan
"proses sangat lama, dan bila libur tidak ada pemberitahuan. semoga kedepannya lebih baik.",3,2020,12,28,"proses sangat lama, dan bila libur tidak ada pemberitahuan. semoga kedepannya lebih baik.","['proses', 'libur', 'pemberitahuan', 'semoga', 'kedepannya']",0,"['proses', 'libur', 'pemberitahuan', 'moga', 'depan']",proses libur pemberitahuan moga depan
sabgat rekomended,5,2020,12,28,sabgat rekomended,"['sabgat', 'rekomended']",1,"['sabgat', 'rekomended']",sabgat rekomended
"tolong kl bisa range grafik nya, biar bisa seminggu terakhir",4,2020,12,28,"tolong kl bisa range grafik nya, biar bisa seminggu terakhir","['tolong', 'kl', 'range', 'grafik', 'nya', 'biar', 'seminggu']",1,"['tolong', 'kl', 'range', 'grafik', 'nya', 'biar', 'minggu']",tolong range grafik biar minggu
"setelah update jadi tidak bisa lihat detail produk di menu portofolio utk liat grafik nya dll. kemudian saat dilakukan pencarian di menu produk, produk di portofolio tersebut tidak ditemukan. semoga segera ada perbaikan ya",2,2020,12,29,"setelah update jadi tidak bisa lihat detail produk di menu portofolio utk liat grafik nya dll. kemudian saat dilakukan pencarian di menu produk, produk di portofolio tersebut tidak ditemukan. semoga segera ada perbaikan ya","['update', 'lihat', 'detail', 'produk', 'menu', 'portofolio', 'utk', 'liat', 'grafik', 'nya', 'dll', 'pencarian', 'menu', 'produk', 'produk', 'portofolio', 'ditemukan', 'semoga', 'perbaikan', 'ya']",-1,"['update', 'lihat', 'detail', 'produk', 'menu', 'portofolio', 'utk', 'liat', 'grafik', 'nya', 'dll', 'cari', 'menu', 'produk', 'produk', 'portofolio', 'temu', 'moga', 'baik', 'ya']",update lihat detail produk menu portofolio liat grafik cari menu produk produk portofolio temu moga baik
"min saya sudah melakukan penjualan tapi uangnya belum masuk kerekening,dan penjualannya sudah sukses itu kenapa ya? saya balas cs melalui email juga tidak di balas,mohon bantuannya 🙏",4,2020,12,29,"min saya sudah melakukan penjualan tapi uangnya belum masuk kerekening,dan penjualannya sudah sukses itu kenapa ya? saya balas cs melalui email juga tidak di balas,mohon bantuannya 🙏","['min', 'penjualan', 'uangnya', 'masuk', 'kerekening', 'penjualannya', 'sukses', 'ya', 'balas', 'cs', 'email', 'balas', 'mohon', 'bantuannya']",1,"['min', 'jual', 'uang', 'masuk', 'rekening', 'jual', 'sukses', 'ya', 'balas', 'cs', 'email', 'balas', 'mohon', 'bantu']",jual uang masuk rekening jual sukses balas email balas mohon bantu
investasi yg aman😬😬😬,4,2020,12,29,investasi yg aman😬😬😬,"['investasi', 'yg', 'aman']",1,"['investasi', 'yg', 'aman']",investasi aman
tolong update harga indeks sahamnya real time dong berubahnya.,1,2020,12,29,tolong update harga indeks sahamnya real time dong berubahnya.,"['tolong', 'update', 'harga', 'indeks', 'sahamnya', 'real', 'time', 'berubahnya']",-1,"['tolong', 'update', 'harga', 'indeks', 'saham', 'real', 'time', 'ubah']",tolong update harga indeks saham real time ubah
pembelian sejak tanggal 24 sampai sekarang masih saja di proses ... payah ah ...,1,2020,12,29,pembelian sejak tanggal 24 sampai sekarang masih saja di proses ... payah ah ...,"['pembelian', 'tanggal', '24', 'proses', 'payah', 'ah']",-1,"['beli', 'tanggal', '24', 'proses', 'payah', 'ah']",beli tanggal proses payah
"di aplikasi tertulis penjualan sudah berhasil, tetapi dana kok belum masuk ke rekening saya ya? bisa dibantu gak itu ya?",1,2020,12,29,"di aplikasi tertulis penjualan sudah berhasil, tetapi dana kok belum masuk ke rekening saya ya? bisa dibantu gak itu ya?","['aplikasi', 'tertulis', 'penjualan', 'berhasil', 'dana', 'masuk', 'rekening', 'ya', 'dibantu', 'gak', 'ya']",-1,"['aplikasi', 'tulis', 'jual', 'hasil', 'dana', 'masuk', 'rekening', 'ya', 'bantu', 'gak', 'ya']",aplikasi tulis jual hasil dana masuk rekening bantu
mohon untuk transfer pembayaran di tambahakan rek virtual account.tks,5,2020,12,29,mohon untuk transfer pembayaran di tambahakan rek virtual account.tks,"['mohon', 'transfer', 'pembayaran', 'tambahakan', 'rek', 'virtual', 'account', 'tks']",1,"['mohon', 'transfer', 'bayar', 'tambahakan', 'rek', 'virtual', 'account', 'tks']",mohon transfer bayar tambahakan virtual account
"4 dulu deh, ,",4,2020,12,29,"4 dulu deh, ,","['4', 'deh']",1,"['4', 'deh']",
jadi makin mudah buat investasi,5,2020,12,30,jadi makin mudah buat investasi,"['mudah', 'investasi']",1,"['mudah', 'investasi']",mudah investasi
"kenapa banyak pria download bareksa, karena namanya bukan pak reksa 😂😂 sampai sekarang gak ada kendala sih, bisa diatur lah 😁😁",5,2020,12,30,"kenapa banyak pria download bareksa, karena namanya bukan pak reksa 😂😂 sampai sekarang gak ada kendala sih, bisa diatur lah 😁😁","['pria', 'download', 'namanya', 'reksa', 'gak', 'kendala', 'sih', 'diatur']",1,"['pria', 'download', 'nama', 'reksa', 'gak', 'kendala', 'sih', 'atur']",pria download nama reksa kendala atur
bareksa sekalian deh jadi bareksa sekuritas....biar makin komplit bisa beli reksa dan saham disini.,4,2020,12,30,bareksa sekalian deh jadi bareksa sekuritas....biar makin komplit bisa beli reksa dan saham disini.,"['deh', 'sekuritas', 'biar', 'komplit', 'beli', 'reksa', 'saham']",1,"['deh', 'sekuritas', 'biar', 'komplit', 'beli', 'reksa', 'saham']",sekuritas biar komplit beli reksa saham
logo perusahaan am di produk reksadana kalau bisa yg asli atau hanya kode saja tanpa gambar.,5,2020,12,30,logo perusahaan am di produk reksadana kalau bisa yg asli atau hanya kode saja tanpa gambar.,"['logo', 'perusahaan', 'am', 'produk', 'reksadana', 'yg', 'asli', 'kode', 'gambar']",1,"['logo', 'usaha', 'am', 'produk', 'reksadana', 'yg', 'asli', 'kode', 'gambar']",logo usaha produk reksadana asli kode gambar
di informasi produk reksadana tolong kasih info mengenai bank kustodian nya apa dan bank penampungnya pake apa,4,2020,12,30,di informasi produk reksadana tolong kasih info mengenai bank kustodian nya apa dan bank penampungnya pake apa,"['informasi', 'produk', 'reksadana', 'tolong', 'kasih', 'info', 'bank', 'kustodian', 'nya', 'bank', 'penampungnya', 'pake']",1,"['informasi', 'produk', 'reksadana', 'tolong', 'kasih', 'info', 'bank', 'kustodian', 'nya', 'bank', 'tampung', 'pake']",informasi produk reksadana tolong kasih info bank kustodian bank tampung pake
"payah, udah 3 hari bayar reksadana statusnya masih dalam proses terus2an ga ada kejelasan. dan sekarang harga nab/unit udah keburu naik! bubar aja! daripada bikin investor emosi ini udah 3 hari 3 malem bor! nggak cuma 1x24 jam!",1,2020,12,30,"payah, udah 3 hari bayar reksadana statusnya masih dalam proses terus2an ga ada kejelasan. dan sekarang harga nab/unit udah keburu naik! bubar aja! daripada bikin investor emosi ini udah 3 hari 3 malem bor! nggak cuma 1x24 jam!","['payah', 'udah', '3', 'bayar', 'reksadana', 'statusnya', 'proses', 'terus2an', 'ga', 'kejelasan', 'harga', 'nab', 'unit', 'udah', 'keburu', 'bubar', 'aja', 'bikin', 'investor', 'emosi', 'udah', '3', '3', 'malem', 'bor', 'nggak', '1x24', 'jam']",-1,"['payah', 'udah', '3', 'bayar', 'reksadana', 'status', 'proses', 'terus2an', 'ga', 'jelas', 'harga', 'nab', 'unit', 'udah', 'keburu', 'bubar', 'aja', 'bikin', 'investor', 'emosi', 'udah', '3', '3', 'malem', 'bor', 'nggak', '1x24', 'jam']",payah udah bayar reksadana status proses terus2an jelas harga unit udah keburu bubar bikin investor emosi udah malem nggak 1x24
alhamdulillah semoga berkah..,5,2020,12,30,alhamdulillah semoga berkah..,"['alhamdulillah', 'semoga', 'berkah']",1,"['alhamdulillah', 'moga', 'berkah']",alhamdulillah moga berkah
knp verivikasi pada ktp tidak sesuai dengan data yg di dukcapil padahal semuanya sesuai dengan ektp,1,2020,12,31,knp verivikasi pada ktp tidak sesuai dengan data yg di dukcapil padahal semuanya sesuai dengan ektp,"['knp', 'verivikasi', 'ktp', 'sesuai', 'data', 'yg', 'dukcapil', 'sesuai', 'ektp']",-1,"['knp', 'verivikasi', 'ktp', 'sesuai', 'data', 'yg', 'dukcapil', 'sesuai', 'ektp']",verivikasi sesuai data dukcapil sesuai ektp
setelah update jadi gak bisa login,1,2020,12,31,setelah update jadi gak bisa login,"['update', 'gak', 'login']",-1,"['update', 'gak', 'login']",update login
"nice,buat belajar invenstasi kecil2an",5,2020,12,31,"nice,buat belajar invenstasi kecil2an","['nice', 'belajar', 'invenstasi', 'kecil2an']",1,"['nice', 'ajar', 'invenstasi', 'kecil2an']",nice ajar invenstasi kecil2an
"saya pemula,suka sekali pakai bareksa, sedang menunggu fitur pembayaran melalui linkaja",4,2020,12,31,"saya pemula,suka sekali pakai bareksa, sedang menunggu fitur pembayaran melalui linkaja","['pemula', 'suka', 'pakai', 'menunggu', 'fitur', 'pembayaran', 'linkaja']",1,"['mula', 'suka', 'pakai', 'tunggu', 'fitur', 'bayar', 'linkaja']",mula suka pakai tunggu fitur bayar linkaja
kenapa ya setiap masuk apk selalu kembali ke menu?,2,2020,12,31,kenapa ya setiap masuk apk selalu kembali ke menu?,"['ya', 'masuk', 'apk', 'menu']",-1,"['ya', 'masuk', 'apk', 'menu']",masuk menu
selamat bercuan,5,2020,12,31,selamat bercuan,"['selamat', 'bercuan']",1,"['selamat', 'bercuan']",selamat bercuan
"aplikasi sudah bagus ,saya nyaman pakai bareksa tp alangkah ditingkatkan lg fiturnya. hadirkan fitur robo seperti apk sebelah, perbanyak pilihan fitur transaksi bank, buat tampilan lebih menarik lg 😃🌹",5,2020,12,31,"aplikasi sudah bagus ,saya nyaman pakai bareksa tp alangkah ditingkatkan lg fiturnya. hadirkan fitur robo seperti apk sebelah, perbanyak pilihan fitur transaksi bank, buat tampilan lebih menarik lg 😃🌹","['aplikasi', 'bagus', 'nyaman', 'pakai', 'tp', 'alangkah', 'ditingkatkan', 'lg', 'fiturnya', 'hadirkan', 'fitur', 'robo', 'apk', 'sebelah', 'perbanyak', 'pilihan', 'fitur', 'transaksi', 'bank', 'tampilan', 'menarik', 'lg']",1,"['aplikasi', 'bagus', 'nyaman', 'pakai', 'tp', 'alangkah', 'tingkat', 'lg', 'fiturnya', 'hadir', 'fitur', 'robo', 'apk', 'belah', 'banyak', 'pilih', 'fitur', 'transaksi', 'bank', 'tampil', 'tarik', 'lg']",aplikasi bagus nyaman pakai alangkah tingkat fiturnya hadir fitur robo belah banyak pilih fitur transaksi bank tampil tarik
sebaiknya bareksa mengadakan rekening dana nasabah. agar investor lebih mudah dalam transaksi.,5,2020,12,31,sebaiknya bareksa mengadakan rekening dana nasabah. agar investor lebih mudah dalam transaksi.,"['mengadakan', 'rekening', 'dana', 'nasabah', 'investor', 'mudah', 'transaksi']",1,"['ada', 'rekening', 'dana', 'nasabah', 'investor', 'mudah', 'transaksi']",rekening dana nasabah investor mudah transaksi
investasi yang luar biasa,5,2020,12,31,investasi yang luar biasa,['investasi'],1,['investasi'],investasi
fiturnya bagus,5,2020,12,31,fiturnya bagus,"['fiturnya', 'bagus']",1,"['fiturnya', 'bagus']",fiturnya bagus
semoga ditambahkan fitur-fitur dan dikembangkan untuk pilihan pembayaran.. keseluruhan sudah bagus aplikasinya. sangat bermanfaat untuk mengatur finansial.. terima kasih,5,2020,12,31,semoga ditambahkan fitur-fitur dan dikembangkan untuk pilihan pembayaran.. keseluruhan sudah bagus aplikasinya. sangat bermanfaat untuk mengatur finansial.. terima kasih,"['semoga', 'fitur', 'fitur', 'dikembangkan', 'pilihan', 'pembayaran', 'bagus', 'aplikasinya', 'bermanfaat', 'mengatur', 'finansial', 'terima', 'kasih']",1,"['moga', 'fitur', 'fitur', 'kembang', 'pilih', 'bayar', 'bagus', 'aplikasi', 'manfaat', 'atur', 'finansial', 'terima', 'kasih']",moga fitur fitur kembang pilih bayar bagus aplikasi manfaat atur finansial terima kasih
g bisa daftar di bareksa karna udh kedaftar di bukalapak. ga bs lanjut.,1,2020,12,31,g bisa daftar di bareksa karna udh kedaftar di bukalapak. ga bs lanjut.,"['g', 'daftar', 'karna', 'udh', 'kedaftar', 'bukalapak', 'ga', 'bs']",-1,"['g', 'daftar', 'karna', 'udh', 'daftar', 'bukalapak', 'ga', 'bs']",daftar karna daftar bukalapak
mudah2han berkembang dan bisa untuk menggapai mimpi,5,2020,12,31,mudah2han berkembang dan bisa untuk menggapai mimpi,"['mudah2han', 'berkembang', 'menggapai', 'mimpi']",1,"['mudah2han', 'kembang', 'gapai', 'mimpi']",mudah2han kembang gapai mimpi
tolong saran untuk pembelian tambah kan bank bumn biar tidak kena biaya transfer,5,2020,12,31,tolong saran untuk pembelian tambah kan bank bumn biar tidak kena biaya transfer,"['tolong', 'saran', 'pembelian', 'bank', 'bumn', 'biar', 'kena', 'biaya', 'transfer']",1,"['tolong', 'saran', 'beli', 'bank', 'bumn', 'biar', 'kena', 'biaya', 'transfer']",tolong saran beli bank bumn biar kena biaya transfer
